url,title,price,address,area,floor,year,metro_name,metro_time,house_type,_error,lat,lon,schools_count_800m,clinics_count_800m,kindergartens_count_800m
https://www.cian.ru/sale/flat/323237354/,"Продается 4-комн. квартира, 120 м²",38 000 000 ₽,"Москва, Петрозаводская ул., 15к5",120 м²,17 из 18,2007.0,Беломорская,18 мин.,Монолитный,,55.863824985,37.502413224,5,2,11
https://www.cian.ru/sale/flat/312631659/,"Продается 3-комн. квартира, 59,5 м²",16 200 000 ₽,"Москва, САО, р-н Ховрино, ул. Лавочкина, 46К1","59,5 м²",1 из 9,1967.0,Речной вокзал,17 мин.,Панельный,,55.86140145,37.4886115011148,3,2,12
https://www.cian.ru/sale/flat/321794559/,"Продается 1-комн. квартира, 44 м²",15 500 000 ₽,"Москва, САО, р-н Ховрино, Левобережная ул., 4к22",44 м²,11 из 21,2017.0,Беломорская,11 мин.,Панельный,,55.871171,37.474488,4,3,7
https://www.cian.ru/sale/flat/320397170/,,,,,,,,,,,29.3644727,112.3905651,1,2,0
https://www.cian.ru/sale/flat/313682635/,"Продается многокомнатная квартира, 214,3 м²",70 900 000 ₽,"Москва, САО, р-н Ховрино, ул. Лавочкина, 34","214,3 м²",10 из 25,2002.0,Речной вокзал,15 мин.,Монолитный,,55.8563441,37.4945582,4,4,9
https://www.cian.ru/sale/flat/323538026/,"Продается 2-комн. квартира, 44,5 м²",13 300 000 ₽,"Москва, САО, р-н Ховрино, Петрозаводская ул., 5К3","44,5 м²",8 из 9,1969.0,Беломорская,20 мин.,Панельный,,55.863824985,37.502413224,5,2,11
https://www.cian.ru/sale/flat/323717066/,,,,,,,,,,,29.3644727,112.3905651,1,2,0
https://www.cian.ru/sale/flat/323411279/,"Продается 1-комн. квартира, 46,3 м²",19 700 000 ₽,"Москва, САО, р-н Ховрино, ул. Дыбенко, 38к1","46,3 м²",15 из 40,2010.0,Ховрино,2 мин.,Монолитный,,55.741469,37.615561,7,7,0
https://www.cian.ru/sale/flat/322939749/,"Продается 2-комн. квартира, 54,4 м²",34 945 000 ₽,"Москва, САО, р-н Хорошевский, ул. Авиаконструктора Сухого, 2к1","54,4 м²",22 из 24,2017.0,ЦСКА,9 мин.,Монолитный,,55.741469,37.615561,7,7,0
https://www.cian.ru/sale/flat/317711963/,"Продаются 2-комн. апартаменты, 39 м²",24 900 000 ₽,"Москва, САО, р-н Хорошевский, Зорге 9 жилой комплекс, 9Ак7",39 м²,7 из 21,2023.0,Полежаевская,17 мин.,Монолитный,,55.741469,37.615561,7,7,0
https://www.cian.ru/sale/flat/303106407/,"Продается 3-комн. квартира, 93,6 м²",54 288 000 ₽,"Москва, САО, р-н Хорошевский, Сезар Сити жилой комплекс","93,6 м²",28 из 28,,Хорошёвская,15 мин.,Монолитный,,55.741469,37.615561,7,7,0
https://www.cian.ru/sale/flat/322720049/,"Продается 4-комн. квартира, 113 м²",75 000 000 ₽,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/7",113 м²,24 из 38,2023.0,Динамо,15 мин.,,,55.793304,37.543881,3,5,2
https://www.cian.ru/sale/flat/322093992/,"Продается 1-комн. квартира, 42 м²",35 500 000 ₽,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/6",42 м²,15 из 41,,Аэропорт,12 мин.,Монолитный,,55.793834,37.54265,3,6,2
https://www.cian.ru/sale/flat/321500984/,,,,,,,,,,,29.3644727,112.3905651,1,2,0
https://www.cian.ru/sale/flat/322879331/,"Продается 1-комн. квартира, 37,2 м²",13 700 000 ₽,"Москва, СВАО, р-н Алтуфьевский, Алтуфьевское ш., 53к2","37,2 м²",2 из 16,2025.0,Дегунино,24 мин.,Монолитный,,55.741469,37.615561,7,7,0
https://www.cian.ru/sale/flat/317477068/,"Продается 2-комн. квартира, 59,8 м²",19 542 640 ₽,"Москва, СВАО, р-н Алтуфьевский, Алтуфьевское 53 жилой комплекс, 1.1","59,8 м²",22 из 32,,Отрадное,23 мин.,Монолитный,,55.741469,37.615561,7,7,0
